time,id,group1,group2,name,runtime,lang,num_atts,sub_atts,score,tests,passed,comp_err,rt_err,wrong_output,time_limit,mem_limit,other_err,error_msg,
2023-11-11T15:49:31.242,56053a97-4009-11ec-986f-f39926f24a9c,Programming I and II,,(title in AnonLang),python3,al,0,0,0,4,0,0,4,0,0,0,0,,
2023-11-11T15:50:44.885,2e3fae5a-08a7-11eb-98c0-005056ad4f31,Introduction to Algorithms,,(title in AnonLang),python3,al,0,0,0,10,0,0,10,0,0,0,0,,
2023-11-11T15:51:22.443,09e72fe9-a811-11e7-a937-00505601122b,Programming I and II,,Wavy subsequence,cs-dotnet-core,en,0,0,0,10,0,10,0,0,0,0,0,,
2023-11-11T15:51:33.047,71cc6cac-ba77-11ec-8d84-d310d4f96200,Programming I and II,,POWERset,python3,en,0,0,1,5,5,0,0,0,0,0,0,,
2023-11-11T15:51:38.178,1f12e94b-8472-11ec-986f-f39926f24a9c,Programming I and II,,(title in AnonLang),python3,al,0,0,0,10,0,0,0,10,0,0,0,,
2023-11-11T15:53:00.057,0eddafab-80cb-11eb-a1a9-005056ad4f31,Programming I and II,,(title in AnonLang),python3,al,0,0,0.2,5,1,0,4,0,0,0,0,,
2023-11-11T15:53:36.583,0aa0986a-6208-11ea-a595-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,0,1,0,0,0,0,0,0,1,no solution id,
2023-11-11T15:55:48.397,ba528806-794b-11ec-986f-f39926f24a9c,Programming I and II,,(title in AnonLang),python3,al,0,0,0.25,8,2,0,0,6,0,0,0,,
2023-11-11T15:56:27.693,9bae1512-7203-11ec-986f-f39926f24a9c,Introduction to Algorithms,,(title in AnonLang),python3,al,0,0,0,4,0,0,4,0,0,0,0,,
2023-11-11T15:56:42.097,af82b7ac-96f5-11eb-a1a9-005056ad4f31,Non-Procedural Programming,,Lists and strings,haskell,en,0,0,0.67,9,6,3,0,0,0,0,0,,
2023-11-11T15:57:44.260,470b2f63-8fc7-11eb-a1a9-005056ad4f31,Programming I and II,,(title in AnonLang),cs-dotnet-core,al,0,0,0,20,0,0,0,20,0,0,0,,
2023-11-11T16:01:56.823,ef25e6f8-a7b1-11e7-a937-00505601122b,Programming I and II,,(title in AnonLang),cs-dotnet-core,al,0,0,0,4,0,4,0,0,0,0,0,,
2023-11-11T16:02:23.951,cd3d53d0-a7b1-11e7-a937-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,0,5,0,0,5,0,0,0,0,,
2023-11-11T16:03:00.542,d5984dab-a88b-11e7-a937-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,0,10,0,0,10,0,0,0,0,,
2023-11-11T16:03:12.451,a1617916-26c8-11ec-986f-f39926f24a9c,Programming I and II,,(title in AnonLang),python3,al,0,0,1,9,9,0,0,0,0,0,0,,
2023-11-11T16:04:42.314,611dabb7-2154-11e8-9de3-00505601122b,Web Applications,,Sieve of Eratosthenes (Advanced),php-linux,en,0,0,0,4,0,0,0,4,0,0,0,,
2023-11-11T16:04:48.790,d74652e6-540f-11eb-a1a9-005056ad4f31,Programming I and II,Introduction to Algorithms,Linear equations,python3,en,0,0,0,4,0,0,4,0,0,0,0,,
2023-11-11T16:05:12.708,ed7bc2b3-4b8f-11ec-986f-f39926f24a9c,Programming I and II,,(title in AnonLang),python3,al,0,0,0,3,0,0,0,3,0,0,0,,
2023-11-11T16:05:31.567,17bb952b-503d-11ec-986f-f39926f24a9c,Programming I and II,,(title in AnonLang),python3,al,0,0,0,2,0,0,2,0,0,0,0,,
2023-11-11T16:08:40.463,dc185afd-c561-11ec-8da3-d412db16db0b,Programming I and II,,Distances,python3,en,0,0,0,5,0,0,5,0,0,0,0,,
2023-11-11T16:09:40.165,9d0294e8-8770-11ec-986f-f39926f24a9c,Programming I and II,,(title in AnonLang),python3,al,0,0,0,7,0,0,0,7,0,0,0,,
2023-11-11T16:10:15.519,fda9fffa-9bbe-11ec-986f-f39926f24a9c,Non-Procedural Programming,,(title in AnonLang),prolog,al,0,0,0,4,0,0,0,3,1,0,0,,
2023-11-11T16:14:45.228,e950bba6-9bf7-47ec-804b-1a8a2ba47dbc,Programming I and II,,(title in AnonLang),cs-dotnet-core,al,0,0,0,10,0,10,0,0,0,0,0,,
2023-11-11T16:15:23.726,38a9efa1-7204-11ec-986f-f39926f24a9c,Introduction to Algorithms,,(title in AnonLang),python3,al,0,0,0,6,0,0,0,6,0,0,0,,
2023-11-11T16:17:50.913,db992a4a-9b83-11eb-a1a9-005056ad4f31,Programming I and II,,Post office counters,cs-dotnet-core,en,0,0,0,10,0,10,0,0,0,0,0,,
2023-11-11T16:18:41.406,1f65ed86-13e0-490a-9fc4-4182f7f4184a,Non-Procedural Programming,,Base conversion,prolog,en,0,0,0.1,10,1,0,8,1,0,0,0,,
2023-11-11T16:18:57.542,9534a7d2-5412-11eb-a1a9-005056ad4f31,Programming I and II,,N over M,cs-dotnet-core,en,0,0,0,10,0,10,0,0,0,0,0,,
2023-11-11T16:19:50.936,a4cd3c9f-d6ba-11ec-8da3-d412db16db0b,Programming I and II,,(title in AnonLang),python3,al,0,0,0,5,0,0,5,0,0,0,0,,
2023-11-11T16:20:06.997,65a2302b-d531-11ec-8da3-d412db16db0b,Programming I and II,,Arithmetic,python3,en,0,0,0,11,0,0,11,0,0,0,0,,
2023-11-11T16:22:55.243,54a533d7-7316-11ea-a595-00505601122b,Non-Procedural Programming,,Queens on a chessboard,haskell,en,1,0,0.5,10,5,0,0,5,0,0,0,,
2023-11-11T16:23:14.002,872a1c5b-6e51-11e9-b0fd-00505601122b,Non-Procedural Programming,,Arithmetic expressions,haskell,en,0,0,0,5,0,5,0,0,0,0,0,,
2023-11-11T16:23:27.987,ec7227dc-a810-11e7-a937-00505601122b,Programming I and II,,(title in AnonLang),cs-dotnet-core,al,0,0,0.35,7,2,0,0,5,0,0,0,,
2023-11-11T16:23:45.326,6e572d11-023a-4e11-91ae-834542df6c8f,Programming I and II,,(title in AnonLang),python3,al,0,0,0,3,0,0,3,0,0,0,0,,
2023-11-11T16:24:38.981,c69f9d2c-3386-11ec-986f-f39926f24a9c,Programming I and II,,Median,python3,en,0,0,0,3,0,0,0,3,0,0,0,,
2023-11-11T16:25:58.207,8753d555-25da-11ec-986f-f39926f24a9c,Java,,BIN-TREE,java,en,0,0,0,2,0,0,2,0,0,0,0,,
2023-11-11T16:26:11.507,ea09d7c4-28ad-11e8-9de3-00505601122b,Programming I and II,,MZ - Binary Search Tree,python3,en,0,0,0,5,0,0,0,5,0,0,0,,
2023-11-11T16:27:48.387,8dcdf177-a88f-11e7-a937-00505601122b,Programming I and II,,(title in AnonLang),cs-dotnet-core,al,0,0,0,9,0,0,9,0,0,0,0,,
2023-11-11T16:28:15.838,cc98f2c7-088e-11ea-9ce9-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,0,5,0,0,0,2,3,0,0,,
2023-11-11T16:28:42.386,52a6c3ad-a88d-11e7-a937-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,0,7,0,0,7,0,0,0,0,,
2023-11-11T16:29:07.385,495f69c4-e434-40ff-ba8e-9d6c00940613,Non-Procedural Programming,,(title in AnonLang),prolog,al,0,0,0,7,0,0,5,2,0,0,0,,
2023-11-11T16:29:42.738,d2f12188-aba7-11e7-a937-00505601122b,C# Language and .NET Framework,,(title in AnonLang),cs-dotnet-core,al,0,0,0.72,12,8,0,0,4,0,0,0,,
2023-11-11T16:32:07.843,9f313454-5264-11ea-a595-00505601122b,Non-Procedural Programming,,Restaurant,prolog,en,0,0,0,1,0,0,0,1,0,0,0,,
2023-11-11T16:33:15.568,c8ff391a-a811-11e7-a937-00505601122b,Programming I and II,,For a free time,cs-dotnet-core,en,0,0,0,4,0,0,0,4,0,0,0,,
2023-11-11T16:34:06.643,67f9b971-7204-11ec-986f-f39926f24a9c,Introduction to Algorithms,,(title in AnonLang),python3,al,0,0,0,8,0,0,8,0,0,0,0,,
2023-11-11T16:34:54.375,cca7252b-fb4e-11e9-9ce9-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,0,8,0,0,8,0,0,0,0,,
2023-11-11T16:35:57.826,739ea587-685e-11ea-a595-00505601122b,Non-Procedural Programming,,Regular expressions,prolog,en,0,0,0,4,0,0,0,4,0,0,0,,
2023-11-11T16:36:56.068,7e9f5c43-3813-11ec-986f-f39926f24a9c,Programming I and II,,(title in AnonLang),python3,al,0,0,0,3,0,0,0,3,0,0,0,,
2023-11-11T16:37:44.358,976eae33-0eb4-492e-8384-5124ffde952b,Programming I and II,,Searching in an ordered array,python3,en,0,0,0.15,9,3,0,0,6,0,0,0,,
2023-11-11T16:38:10.718,477c3772-cc87-4cc9-aa98-32d2bad9c074,Programming I and II,,Sorting of the training attendance,python3,en,0,0,0,5,0,0,0,5,0,0,0,,
2023-11-11T16:39:02.251,87101236-6c7a-11ec-986f-f39926f24a9c,Programming I and II,,(title in AnonLang),python3,al,0,0,0,10,0,0,0,10,0,0,0,,
2023-11-11T16:39:20.359,b4e13957-0a47-11eb-98c0-005056ad4f31,Programming I and II,,Integer solutions,python3,en,0,0,0,10,0,0,0,10,0,0,0,,
2023-11-11T16:39:38.505,0c965a56-8e65-11ec-986f-f39926f24a9c,Programming I and II,,Primality claim,cs-dotnet-core,en,0,0,0,6,0,0,0,6,0,0,0,,
2023-11-11T16:40:23.385,12a5e40b-a890-11e7-a937-00505601122b,Programming I and II,,Optimal matrix product,cs-dotnet-core,en,0,0,0,7,0,7,0,0,0,0,0,,
2023-11-11T16:40:40.168,0bfa1156-57e9-11ea-a595-00505601122b,Non-Procedural Programming,,Duplicates,prolog,en,0,0,0.44,9,4,0,0,5,0,0,0,,
2023-11-11T16:42:31.776,207a8c8b-d13d-417f-94ce-13d0d502fa9a,Programming I and II,,(title in AnonLang),python3,al,0,0,1,2,2,0,0,0,0,0,0,,
2023-11-11T16:43:20.715,70762cbe-791d-11eb-a1a9-005056ad4f31,Programming I and II,,Closest pair of points,cxx-gcc-linux,en,0,0,0.25,7,2,0,0,0,5,0,0,,
2023-11-11T16:43:35.667,838edb9e-b5de-11ec-8d84-d310d4f96200,Non-Procedural Programming,,(title in AnonLang),haskell,al,0,0,0,9,0,9,0,0,0,0,0,,
2023-11-11T16:43:46.190,7bcb7a2d-3e56-11ec-986f-f39926f24a9c,Programming I and II,,(title in AnonLang),python3,al,0,0,0,4,0,0,4,0,0,0,0,,
2023-11-11T16:45:03.095,e603b29a-9503-11ec-986f-f39926f24a9c,Programming I and II,,Partition point of a sequence,python3,en,0,0,0,7,0,0,7,0,0,0,0,,
2023-11-11T16:45:20.532,73ac55ab-62ed-11ea-a595-00505601122b,Non-Procedural Programming,,Dates,prolog,en,0,0,0,10,0,0,7,3,0,0,0,,
2023-11-11T16:46:20.168,a16d4cf5-2f49-11ec-986f-f39926f24a9c,Programming I and II,,(title in AnonLang),python3,al,20,20,1,10,10,0,0,0,0,0,0,,
2023-11-11T16:46:32.165,f3eb0826-cd9a-11e8-a4be-00505601122b,Java,,MULTIPLICATION TABLE,java,en,1,1,0,10,0,0,0,10,0,0,0,,
2023-11-11T18:05:44.622,b40d62c1-7b79-11ea-a595-00505601122b,Web Applications,,JS - ES6 warm up,node-linux,en,2,2,0,1,0,0,0,1,0,0,0,,
2023-11-11T18:05:55.671,1b4d8c05-2f7f-11ec-986f-f39926f24a9c,Programming I and II,,(title in AnonLang),python3,al,0,0,0,4,0,0,0,4,0,0,0,,
2023-11-11T18:06:09.552,f45d7452-994a-11ec-986f-f39926f24a9c,Programming I and II,,Godrick the Grafter,python3,en,0,0,0,5,0,0,1,4,0,0,0,,
2023-11-11T18:06:30.436,835eada2-491f-11ec-986f-f39926f24a9c,Introduction to Algorithms,,(title in AnonLang),python3,al,1,1,0,2,0,0,2,0,0,0,0,,
2023-11-11T18:07:44.906,afd1e168-d535-11ec-8da3-d412db16db0b,Programming I and II,,Party,python3,en,0,0,0,11,0,0,0,0,11,0,0,,
2023-11-11T18:08:18.400,0d72cea2-a88c-11e7-a937-00505601122b,Programming I and II,,Pallets,python3,en,0,0,0,10,0,0,10,0,0,0,0,,
2023-11-11T18:10:49.769,2cf05181-2f4c-11ec-986f-f39926f24a9c,Introduction to Algorithms,,(title in AnonLang),python3,al,0,0,0.8,5,4,0,0,0,1,0,0,,
2023-11-11T18:13:45.200,5abf8e3a-996c-11ec-986f-f39926f24a9c,Programming I and II,,3D Tic-Tac-Toe,cs-dotnet-core,en,0,0,0,12,0,12,0,0,0,0,0,,
2023-11-11T18:13:55.570,43378d5e-b115-11ec-8d84-d310d4f96200,Programming I and II,,The Same,python3,en,0,0,0,5,0,0,0,5,0,0,0,,
2023-11-11T18:14:10.793,e6adf47d-0a45-11eb-98c0-005056ad4f31,Programming I and II,,Range of years,python3,en,0,0,1,6,6,0,0,0,0,0,0,,
2023-11-11T18:16:12.480,0f790301-a88d-11e7-a937-00505601122b,Programming I and II,,Missing parentheses,cs-dotnet-core,en,0,0,0,6,0,6,0,0,0,0,0,,
2023-11-11T18:16:25.656,2c7852fa-a814-11e7-a937-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,0,5,0,0,0,5,0,0,0,,
2023-11-11T18:16:32.518,8f94e018-84e1-11ea-a595-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,0,5,0,0,0,5,0,0,0,,
2023-11-11T18:16:38.617,d3ef2949-d532-11ec-8da3-d412db16db0b,Programming I and II,,Tree,python3,en,0,0,0,11,0,0,11,0,0,0,0,,
2023-11-11T18:17:54.921,21e1fddf-a88c-11e7-a937-00505601122b,Programming I and II,,(title in AnonLang),cs-dotnet-core,al,0,0,0,5,0,5,0,0,0,0,0,,
2023-11-11T18:19:17.249,8315e065-6e5e-11e9-b0fd-00505601122b,Non-Procedural Programming,,Dividing polynomials,haskell,en,0,0,0,7,0,7,0,0,0,0,0,,
2023-11-11T18:21:24.787,8921f3ec-6334-11ec-986f-f39926f24a9c,Programming I and II,,Integer sums,python3,en,0,0,0,5,0,0,5,0,0,0,0,,
2023-11-11T18:22:01.717,79de96bf-1685-11ea-9ce9-00505601122b,Programming I and II,,Permutation lookup,python3,en,1,0,0,8,0,0,0,4,4,0,0,,
2023-11-11T18:23:39.545,e16cdedf-2e3f-4352-ab83-a0d4624234aa,Programming I and II,,(title in AnonLang),cs-dotnet-core,al,0,0,0,4,0,0,4,0,0,0,0,,
2023-11-11T18:24:11.333,04917ab2-a7b2-11e7-a937-00505601122b,Programming I and II,,Sokoban (storekeeper),cs-dotnet-core,en,0,0,0,5,0,0,0,5,0,0,0,,
2023-11-11T18:24:23.596,b547c6c0-a88f-11e7-a937-00505601122b,Programming I and II,,(title in AnonLang),cs-dotnet-core,al,0,0,0,1,0,0,0,0,0,0,1,no solution id,
2023-11-11T18:24:52.156,96d57cae-5326-11ea-a595-00505601122b,Programming I and II,,Monotonicity of rational numbers,cs-dotnet-core,en,0,0,0.43,7,3,0,0,4,0,0,0,,
2023-11-11T18:32:49.093,fe9af127-af25-11ec-8d84-d310d4f96200,Non-Procedural Programming,,Words,haskell,en,0,0,0,13,0,13,0,0,0,0,0,,
2023-11-11T18:34:02.622,f00ed3b9-8fab-11ea-befc-00505601122b,Programming I and II,,(title in AnonLang),python3,al,2,0,0,10,0,0,10,0,0,0,0,,
2023-11-11T18:35:12.339,6d55721b-a88d-11e7-a937-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,0,10,0,0,10,0,0,0,0,,
2023-11-11T18:36:06.358,4e50997e-3e74-11ec-986f-f39926f24a9c,Programming I and II,,(title in AnonLang),python3,al,0,0,0.25,4,1,0,0,3,0,0,0,,
2023-11-11T18:36:42.747,7747827e-6ca2-11e9-b0fd-00505601122b,Non-Procedural Programming,,Tautologies,haskell,en,0,0,0,10,0,10,0,0,0,0,0,,
2023-11-11T18:37:15.746,f6450f96-7dd7-11eb-a1a9-005056ad4f31,Programming I and II,,(title in AnonLang),cxx-gcc-linux,al,1,0,0,3,0,3,0,0,0,0,0,,
2023-11-11T18:38:22.831,97e4e2a4-5ee8-11ea-a595-00505601122b,Programming I and II,,Shortest path,cs-dotnet-core,en,0,0,0,7,0,0,7,0,0,0,0,,
2023-11-11T18:40:04.751,ea0180d1-3a83-11ec-986f-f39926f24a9c,Introduction to Algorithms,,(title in AnonLang),python3,al,0,0,0,5,0,0,0,5,0,0,0,,
2023-11-11T18:41:03.433,ac59ca75-c00a-11ec-8da3-d412db16db0b,Programming I and II,,Orientation,cs-dotnet-core,en,0,0,0,5,0,5,0,0,0,0,0,,
2023-11-11T18:41:24.183,19085c88-b5f5-11ec-8d84-d310d4f96200,Programming I and II,,(title in AnonLang),python3,al,0,0,0,4,0,0,0,4,0,0,0,,
2023-11-11T18:41:37.124,59d8b8ed-7843-11eb-a1a9-005056ad4f31,Programming I and II,,Square,cxx-gcc-linux,en,1,0,0,1,0,0,0,0,0,0,1,no solution id,
2023-11-11T18:42:00.808,8048afc4-a3e7-11ec-986f-f39926f24a9c,Programming I and II,,(title in AnonLang),python3,al,0,0,0,3,0,0,3,0,0,0,0,,
2023-11-11T18:42:13.910,4e612a12-3562-11eb-a1a9-005056ad4f31,Programming I and II,,P1M-JA: Wrapper function,python3,en,0,0,0.8,5,4,0,0,1,0,0,0,,
2023-11-11T18:43:38.122,71b1df7d-a88c-11e7-a937-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,0.2,5,1,0,0,4,0,0,0,,
2023-11-11T18:44:40.196,66cdd8a4-c1d4-48e8-b389-5c7fc65bb171,Programming I and II,,Beautiful fractions,python3,en,0,0,0,5,0,0,5,0,0,0,0,,
2023-11-11T18:46:32.499,b440aaf1-60e2-11e9-b0fd-00505601122b,Programming I and II,,Longest ascending subsequence,cs-dotnet-core,en,0,0,0,5,0,0,0,0,5,0,0,,
2023-11-11T18:47:17.890,072da0cd-6ad9-11eb-a1a9-005056ad4f31,Computer Systems,,(title in AnonLang),arduino-gcc,al,2,2,0,1,0,0,0,1,0,0,0,,
2023-11-11T18:48:31.342,9073155a-b5f3-11ec-8d84-d310d4f96200,Programming I and II,,Josephus problem - simulation,python3,en,0,0,0.25,4,1,0,0,3,0,0,0,,
2023-11-11T18:49:06.899,45a90981-9e07-11eb-a1a9-005056ad4f31,Programming I and II,,Ant on an infinite grid,cs-dotnet-core,en,0,0,0,5,0,0,0,2,3,0,0,,
2023-11-11T18:50:41.054,27538c91-4167-11ec-986f-f39926f24a9c,Java,,USER-STAT,java,en,2,2,0,1,0,0,0,0,0,0,1,no solution id,
2023-11-11T18:51:06.985,34ee3ca7-a205-11ec-986f-f39926f24a9c,Programming I and II,,(title in AnonLang),python3,al,0,0,0,5,0,0,5,0,0,0,0,,
2023-11-11T18:51:19.468,d0abb5e2-a811-11e7-a937-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,0,5,0,0,0,5,0,0,0,,
2023-11-11T18:52:31.404,c99cc4c2-b0fd-11ec-8d84-d310d4f96200,Non-Procedural Programming,,(title in AnonLang),haskell,al,0,0,0.33,3,1,0,0,2,0,0,0,,
2023-11-11T18:52:41.589,922ff917-7a8e-11eb-a1a9-005056ad4f31,Programming I and II,,Longest arithmetic subsequence,cs-dotnet-core,en,0,0,0,1,0,0,0,0,0,0,1,no solution id,
2023-11-11T18:52:54.703,61807005-4d7a-4a0e-9301-319ece0e027c,Non-Procedural Programming,,Expression reduction,prolog,en,0,0,0.1,10,1,0,6,3,0,0,0,,
2023-11-11T18:55:47.208,8f3f6757-e611-4ba4-8a66-1e20c4af2863,Programming I and II,,(title in AnonLang),python3,al,0,0,0,1,0,0,1,0,0,0,0,,
2023-11-11T18:56:23.307,14214dea-a88c-11e7-a937-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,0,10,0,0,0,2,8,0,0,,
2023-11-11T19:14:45.670,73c4c14d-85da-11eb-a1a9-005056ad4f31,Web Applications,,PHP - NotORM,php-linux,en,15,14,0,1,0,0,0,0,0,0,1,context window exceeded,
2023-11-11T19:16:11.168,d184e4aa-bc32-11ec-8da3-d412db16db0b,Programming I and II,,(title in AnonLang),cs-dotnet-core,al,2,2,0,1,0,0,0,0,0,0,1,Exercise submission error - File 'Program.cs' is already defined by author of the exercise,
2023-11-11T19:16:19.415,56a15740-a88d-11e7-a937-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,0,10,0,0,0,10,0,0,0,,
2023-11-11T19:17:02.703,5d844e59-c46a-47e2-b7ce-1a055bc6f9e5,Non-Procedural Programming,,Mini-Sudoku,haskell,en,1,0,0,10,0,10,0,0,0,0,0,,
2023-11-11T19:20:17.370,54eed52b-ca08-11e7-a937-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,0,5,0,0,5,0,0,0,0,,
2023-11-11T19:20:30.634,1b4dd6b9-a814-11e7-a937-00505601122b,Programming I and II,,Phonebook for Integers,python3,en,0,0,0,4,0,0,0,4,0,0,0,,
2023-11-11T19:21:23.904,422330d3-2c41-11ed-8d67-d30fcedff11b,Programming I and II,,(title in AnonLang),cxx-gcc-linux,al,0,0,0,10,0,10,0,0,0,0,0,,
2023-11-11T19:21:31.464,b2d32aac-a88c-11e7-a937-00505601122b,Programming I and II,,Number of days,python3,en,0,0,0,10,0,0,0,10,0,0,0,,
2023-11-11T19:24:41.094,b6a2c6b1-d9d1-4314-9569-9f565160c5e7,Programming in C++,,Expression Evaluator,cxx-gcc-linux,en,0,0,0,1,0,1,0,0,0,0,0,,
2023-11-11T19:24:47.172,c2e6735c-1ab4-11eb-8e81-005056ad4f31,Programming I and II,,Magic square,python3,en,0,0,0,11,0,0,0,11,0,0,0,,
2023-11-11T19:25:34.548,0bcd1c1f-62f3-11ea-a595-00505601122b,Non-Procedural Programming,,Matrix multiplication,prolog,en,0,0,0,6,0,0,0,4,2,0,0,,
2023-11-11T19:26:42.489,44346588-1f11-44aa-8412-b770e6712e1d,Programming I and II,,(title in AnonLang),python3,al,0,0,0.67,3,2,0,1,0,0,0,0,,
2023-11-11T19:28:25.232,86084f83-915a-11ea-befc-00505601122b,Programming I and II,,One against one hundred,cs-dotnet-core,en,0,0,0,5,0,5,0,0,0,0,0,,
2023-11-11T19:28:42.548,b60f5865-f366-11e9-9ce9-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,0.2,5,1,0,0,4,0,0,0,,
2023-11-11T19:28:52.156,83c38482-89e4-11eb-a1a9-005056ad4f31,Programming I and II,,Fractional arithmetic,cs-dotnet-core,en,0,0,0,8,0,0,8,0,0,0,0,,
2023-11-11T19:31:50.163,bc925e56-7b7e-11eb-a1a9-005056ad4f31,Non-Procedural Programming,,Binary addition,prolog,en,0,0,0,8,0,0,8,0,0,0,0,,
2023-11-11T19:32:07.924,5bb189d2-8a5a-11ea-befc-00505601122b,Programming I and II,,P2M: Bipartite graph,python3,en,0,0,0,10,0,0,0,10,0,0,0,,
2023-11-11T19:32:39.803,045919bc-a51c-11ec-986f-f39926f24a9c,Parallel Programming,,Levenshtein's edit distance (OpenMP),cxx-gcc-linux,en,0,0,0,5,0,5,0,0,0,0,0,,
2023-11-11T19:33:32.490,695d4536-4624-11ea-9c53-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,0,10,0,0,10,0,0,0,0,,
2023-11-11T19:34:18.433,4d1a85a7-595c-11ec-986f-f39926f24a9c,Programming I and II,,Longest common substring,python3,en,0,0,0,3,0,0,0,3,0,0,0,,
2023-11-11T19:34:50.017,6604135e-cb29-11ec-8da3-d412db16db0b,Programming I and II,,Garden,python3,en,0,0,0,5,0,0,5,0,0,0,0,,
2023-11-11T19:35:00.474,f42afd22-ba88-11ec-8d84-d310d4f96200,Programming I and II,,Grow a Tree,python3,en,0,0,0,5,0,0,0,5,0,0,0,,
2023-11-11T19:35:13.615,1970aed1-7f42-11ea-a595-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,0,10,0,0,0,10,0,0,0,,
2023-11-11T19:39:11.459,7c914b1c-959a-11ec-986f-f39926f24a9c,Non-Procedural Programming,,Vectors,prolog,en,0,0,0,13,0,0,6,7,0,0,0,,
2023-11-11T19:39:28.773,d0d85dfd-ab98-11ec-8d84-d310d4f96200,Non-Procedural Programming,,Integers,haskell,en,0,0,0,19,0,19,0,0,0,0,0,,
2023-11-11T19:39:34.866,d020ef26-70bd-11e9-b0fd-00505601122b,Programming in Python,,PY MAZE,python3,en,2,2,0,5,0,0,0,5,0,0,0,,
2023-11-11T19:44:30.494,3ed0431c-62f1-11ea-a595-00505601122b,Non-Procedural Programming,,Dates with years,prolog,en,0,0,0,10,0,10,0,0,0,0,0,,
2023-11-11T19:45:31.165,b26fb39c-52b5-11ec-986f-f39926f24a9c,Introduction to Algorithms,,"Tree set, extended",python3,en,0,0,0,3,0,0,3,0,0,0,0,,
2023-11-11T19:45:47.746,7955e261-09b1-11ea-9ce9-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,0,5,0,0,0,5,0,0,0,,
2023-11-11T19:46:13.445,a04214ef-a4a7-11ec-986f-f39926f24a9c,Programming I and II,,An Actual Queue,python3,en,0,0,0,5,0,0,0,5,0,0,0,,
2023-11-11T19:47:30.199,cfee4ccb-502f-11eb-a1a9-005056ad4f31,Programming I and II,Introduction to Algorithms,Path of a rook,python3,en,0,0,0,12,0,0,0,12,0,0,0,,
2023-11-11T19:47:53.157,df4da275-f027-11e9-9ce9-00505601122b,Programming I and II,,Caesar cipher,python3,en,0,0,0.2,5,1,0,0,4,0,0,0,,
2023-11-11T19:49:01.663,d22efabf-5c10-11ea-a595-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,0,15,0,0,15,0,0,0,0,,
2023-11-11T19:49:33.102,815b9eeb-a7ab-11e7-a937-00505601122b,C# Language and .NET Framework,,Word Counting,cs-dotnet-core,en,1,1,0.58,12,7,0,0,5,0,0,0,,
2023-11-11T19:50:17.097,ec16a616-9112-11ea-befc-00505601122b,Non-Procedural Programming,,Post's correspondence problem,haskell,en,0,0,0,5,0,5,0,0,0,0,0,,
2023-11-11T19:51:01.543,c3555e94-e92d-49f3-88dd-c442eaf3d0d0,Programming I and II,,(title in AnonLang),cs-dotnet-core,al,0,0,0,3,0,0,0,3,0,0,0,,
2023-11-11T19:53:12.074,ca380800-a88b-11e7-a937-00505601122b,Programming I and II,,(title in AnonLang),python3,al,0,0,0,7,0,0,7,0,0,0,0,,
2023-11-11T19:54:00.232,ec7783c9-31ce-11ec-986f-f39926f24a9c,Introduction to Algorithms,,(title in AnonLang),python3,al,1,1,0.5,14,7,0,7,0,0,0,0,,
2023-11-11T19:54:32.148,8f99ccae-78a9-11ea-a595-00505601122b,Non-Procedural Programming,,Relations,haskell,en,0,0,0,10,0,10,0,0,0,0,0,,
2023-11-11T19:56:12.309,f3368cef-9a8d-11ec-986f-f39926f24a9c,Programming I and II,,Fibonacci algorithm for fraction decomposition,python3,en,0,0,0,4,0,0,0,4,0,0,0,,
2023-11-11T19:56:29.700,030ffc52-e588-11e7-9ef6-00505601122b,Programming I and II,,Student's schedule,cxx-gcc-linux,en,0,0,0,5,0,0,0,5,0,0,0,,
2023-11-11T19:57:59.484,30491b17-376b-11ec-986f-f39926f24a9c,Java,,POST-CALC,java,en,2,2,0,4,0,4,0,0,0,0,0,,
2023-11-11T19:58:10.432,ecf41dea-c54d-11eb-a1a9-005056ad4f31,Non-Procedural Programming,,Largest square submatrix,haskell,en,0,0,0,8,0,8,0,0,0,0,0,,
2023-11-11T19:58:35.519,44c3ae04-380c-11ec-986f-f39926f24a9c,Programming I and II,,Radix sort,python3,en,0,0,0,10,0,0,0,10,0,0,0,,
